OBJECTID,access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,related_stations,restricted_access,status_code,funding_sources,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,ev_charging_units,federal_agency_id,federal_agency_code,federal_agency_name,ev_network_ids_station,ev_network_ids_posts,x,y
71389,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347388,,12/27/2023 12:00:00 AM,,[],0,E,,,Volvo Cars Lisle - Public Series,888-998-2546,12/1/2025 12:41:02 AM,GPS,41.8068635608729,-88.0759558865835,Lisle,US,,,IL,4325 Lincoln Avenue,60532,,,,,,,,,,,,[""J1772""],,,2,Blink Network,https://blinkcharging.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 10.0, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Blink Network', 'connectors': {'J1772': {'power_kw': 10.0, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""9f6f723b-d5a5-4621-a0f4-c2496df101f8""],"[""21275b83-980d-4e73-bd5d-6bc582a9a357"",""52a95c33-bff2-4713-a72f-378c92b74552""]",-9804570.5604,5132092.3036
71413,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347441,,6/6/2024 12:00:00 AM,,[],0,E,,,540 W. MADISON LL1 - 2,888-758-4389,12/1/2025 12:48:36 AM,GPS,41.882478,-87.642289,Chicago,US,,,IL,19 N Jefferson St,60661,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL90797""],"[""100147"",""100149""]",-9756294.9834,5143391.4424
71414,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347442,,6/6/2024 12:00:00 AM,,[],0,E,,,540 W. MADISON LL1 - 1,888-758-4389,12/1/2025 12:48:39 AM,GPS,41.881892,-87.64171,Chicago,US,,,IL,31 N Jefferson St,60661,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL91509""],"[""101319"",""101321""]",-9756230.5295,5143303.8244
71416,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347445,,6/6/2024 12:00:00 AM,,[],0,E,,,540 W. MADISON SOUTH WALL 3,888-758-4389,12/1/2025 1:06:51 AM,GPS,41.882211,-87.641548,Chicago,US,,,IL,540 W Madison St,60661,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL277331""],"[""373301"",""373311""]",-9756212.4957,5143351.5208
71417,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347446,,6/6/2024 12:00:00 AM,,[],0,E,,,540 W. MADISON SOUTH WALL 2,888-758-4389,12/1/2025 1:06:52 AM,GPS,41.882211,-87.64158,Chicago,US,,,IL,540 W Madison St,60661,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL278831""],"[""375421"",""375431""]",-9756216.0579,5143351.5208
71418,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347447,,6/6/2024 12:00:00 AM,,[],0,E,,,540 W. MADISON SOUTH WALL 1,888-758-4389,12/1/2025 1:07:05 AM,GPS,41.882219,-87.641601,Chicago,US,,,IL,540 W Madison St,60661,,,,,,,,,,,,[""J1772""],,,1,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL301151""],[""408981""],-9756218.3956,5143352.7169
71429,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347458,,6/6/2024 12:00:00 AM,,[],0,E,,,POG POG,888-758-4389,12/1/2025 2:12:51 AM,GPS,40.110434,-88.2412,Champaign,US,,,IL,30 E Green St,61820,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL13927721""],"[""23374091"",""23374101""]",-9822965.451,4882003.2487
71456,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347494,,6/6/2024 12:00:00 AM,,[],0,E,,,OPTIMA KEVEL 3 SOUTH,888-758-4389,12/1/2025 2:26:27 AM,GPS,41.891528,-87.621686,Chicago,US,East side of garage.,,IL,220 East Illinois Street,60611,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15937231""],"[""25582301"",""25582311""]",-9754001.468,5144744.6881
71457,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347495,,6/6/2024 12:00:00 AM,,[],0,E,,,OPTIMA LEVEL 2 SOUTH,888-758-4389,12/1/2025 2:26:27 AM,GPS,41.891489,-87.621538,Chicago,US,To the left across garage entrance.,,IL,220 East Illinois Street,60611,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15937301""],"[""25582421"",""25582431""]",-9753984.9927,5144738.856
71458,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347496,,6/6/2024 12:00:00 AM,,[],0,E,,,OPTIMA LEVEL 5 NORTH,888-758-4389,12/1/2025 2:26:27 AM,GPS,41.891514,-87.621605,Chicago,US,East end of garage.,,IL,220 East Illinois Street,60611,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15937351""],"[""25582481"",""25582491""]",-9753992.4511,5144742.5945
71459,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347497,,6/6/2024 12:00:00 AM,,[],0,E,,,OPTIMA LEVEL4 SOUTH W,888-758-4389,12/1/2025 2:26:27 AM,GPS,41.891497,-87.621523,Chicago,US,East end of garage.,,IL,220 East Illinois Street,60611,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15937461""],"[""25582621"",""25582631""]",-9753983.3229,5144740.0523
71460,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347498,,6/6/2024 12:00:00 AM,,[],0,E,,,OPTIMA LEVEL 4 EAST,888-758-4389,12/1/2025 2:26:27 AM,GPS,41.891494,-87.621596,Chicago,US,East side of garage.,,IL,220 East Illinois Street,60611,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15937491""],"[""25582661"",""25582671""]",-9753991.4492,5144739.6037
71512,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347576,,6/7/2024 12:00:00 AM,,[],0,E,,,Napleton Cadillac Of Northbrook,866-816-7584,12/1/2025 3:32:16 AM,GPS,42.149693,-87.80077,Northbrook,US,,,IL,100 Skokie Blvd,60062,,,,,,,,,,,,[""J1772COMBO""],1,,,EV Connect,https://www.evconnect.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'EV Connect', 'connectors': {'J1772': {'power_kw': None, 'port_count': 0}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': 50.0, 'port_count': 1}}, 'port_count': 1, 'charging_level': 'dc_fast', 'funding_sources': []}]",,,,[""9c093440-736c-423e-a0b3-c92032a59a39""],[""663baf0d08f9286c0a5e1f37""],-9773937.0077,5183429.1711
71639,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,347750,,6/14/2024 12:00:00 AM,,[],0,E,,,BELVEDERE APTS BELVEDERE EV1,888-758-4389,12/1/2025 2:22:07 AM,GPS,41.680401,-88.220241,Naperville,US,,,IL,3223 111 street,60864,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 6.5, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15555751""],"[""25128391"",""25128401""]",-9820632.3058,5113224.6407
71803,public,24 hours daily,,,9/12/2025 12:00:00 AM,,CNG,Public,348030,HD,6/17/2024 12:00:00 AM,P,[],0,E,,STANDALONE_STATION,Clean Energy - Romeoville,866-809-4869,9/12/2025 9:23:31 PM,200-8,41.61281,-88.10407,Romeoville,US,,,IL,300 Southcreek Pkwy,60446,,1,Q,1,3600,NONE,,,HD,,,,,,,,,,,,,,,,,,,,,,Q,3600,HD,,,,,,,,,Public,,None,,,,,,-9807700.2092,5103155.5629
71821,public,24 hours daily,,,12/1/2025 12:00:00 AM,,ELEC,Public,348053,,6/18/2024 12:00:00 AM,,[],0,E,,,DISTRICT 214 PHS 3,888-758-4389,12/1/2025 2:26:37 AM,GPS,42.079495,-87.949188,Mount Prospect,US,Circle Parking Lot,,IL,801 W Kensington Rd,60056,,,,,,,,,,,,[""J1772""],,,2,ChargePoint Network,https://www.chargepoint.com,,,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 7.7, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'ChargePoint Network', 'connectors': {'J1772': {'power_kw': 7.7, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': None, 'port_count': 0}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,[""USCPIL15960231""],"[""25608661"",""25608671""]",-9790458.8238,5172894.8576
71920,public,,,A D Debit M V,7/1/2024 12:00:00 AM,,ELEC,Public,348238,LD,6/18/2024 12:00:00 AM,P,[],0,E,,HOTEL,Hampton Inn by Hilton Bourbonnais/Kankakee - Tesla Destination,877-798-3752,2/12/2025 12:16:32 AM,GPS,41.170774,-87.846918,Bourbonnais,US,,,IL,64 Ken Hayes Drive,60914,,,,,,,,,,,,"[""J1772"",""TESLA""]",,,4,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,0,,,,,,,,,,,,,,,,,,,,,Public,,"[{'network': 'Tesla Destination', 'connectors': {'J1772': {'power_kw': 11.0, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 11.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Tesla Destination', 'connectors': {'J1772': {'power_kw': 11.0, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 11.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Tesla Destination', 'connectors': {'J1772': {'power_kw': 11.0, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 11.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}, {'network': 'Tesla Destination', 'connectors': {'J1772': {'power_kw': 11.0, 'port_count': 1}, 'J3271': {'power_kw': None, 'port_count': 0}, 'TESLA': {'power_kw': 11.0, 'port_count': 1}, 'CHADEMO': {'power_kw': None, 'port_count': 0}, 'NEMA515': {'power_kw': None, 'port_count': 0}, 'NEMA520': {'power_kw': None, 'port_count': 0}, 'NEMA1450': {'power_kw': None, 'port_count': 0}, 'J1772COMBO': {'power_kw': None, 'port_count': 0}}, 'port_count': 1, 'charging_level': '2', 'funding_sources': []}]",,,,,,-9779074.1795,5037563.5159
